date,platform,category,name,change,percentage
2025-03-01,mac,OSX Version,MacOS 15.2.0 64 bit,-0.0969,0.0397
2025-03-01,mac,OSX Version,MacOS 15.3.0 64 bit,-0.1941,0.0391
2025-03-01,mac,OSX Version,MacOS 15.3.1 64 bit,0.2407,0.3567
2025-03-01,mac,OSX Version,MacOS 15.3.2 64 bit,0.1554,0.1554
2025-03-01,mac,OSX Version,Other,-0.0663,0.3017
2025-03-01,pc,Windows Version,Other,0.0001,0.0006
2025-03-01,pc,Windows Version,Windows 10 64 bit,-0.1243,0.4223
2025-03-01,pc,Windows Version,Windows 11 64 bit,0.124,0.5759
2025-03-01,pc,Windows Version,Windows 7 64 bit,0.0002,0.0012
2025-04-01,linux,Linux Version,"""Arch Linux"" 64 bit",-0.0023,0.0945
2025-04-01,linux,Linux Version,"""EndeavourOS Linux"" 64 bit",0.0006,0.0246
2025-04-01,linux,Linux Version,"""Manjaro Linux"" 64 bit",-0.0005,0.0261
2025-04-01,linux,Linux Version,"""SteamOS Holo"" 64 bit",-0.007,0.3378
2025-04-01,linux,Linux Version,Debian GNU/Linux 12 (bookworm) 64 bit,-0.0008,0.0227
2025-04-01,linux,Linux Version,Freedesktop SDK 24.08 (Flatpak runtime) 64 bit,0.0015,0.0641
2025-04-01,linux,Linux Version,Linux Mint 22.1 64 bit,0.0089,0.062
2025-04-01,linux,Linux Version,Other,-0.0053,0.2554
2025-04-01,linux,Linux Version,Pop!_OS 22.04 LTS 64 bit,0.0002,0.0223
2025-04-01,linux,Linux Version,Ubuntu 24.04.2 LTS 64 bit,0.0026,0.0444
2025-04-01,linux,Linux Version,Ubuntu Core 22 64 bit,0.0023,0.0462
2025-04-01,mac,OSX Version,MacOS 12.7.6 64 bit,0.031,0.031
2025-04-01,mac,OSX Version,MacOS 14.5.0 64 bit,-0.0012,0.0323
2025-04-01,mac,OSX Version,MacOS 14.6.1 64 bit,-0.0049,0.0373
2025-04-01,mac,OSX Version,MacOS 15.3.1 64 bit,-0.2888,0.0679
2025-04-01,mac,OSX Version,MacOS 15.3.2 64 bit,0.1304,0.2858
2025-04-01,mac,OSX Version,MacOS 15.4.0 64 bit,0.1391,0.1391
2025-04-01,mac,OSX Version,MacOS 15.4.1 64 bit,0.0872,0.0872
2025-04-01,mac,OSX Version,Other,0.0177,0.3194
2025-04-01,pc,Windows Version,Other,0.0,0.0006
2025-04-01,pc,Windows Version,Windows 10 64 bit,-0.0259,0.3964
2025-04-01,pc,Windows Version,Windows 11 64 bit,0.0259,0.6018
2025-04-01,pc,Windows Version,Windows 7 64 bit,0.0,0.0012
2025-05-01,linux,Linux Version,"""Arch Linux"" 64 bit",0.0064,0.1009
2025-05-01,linux,Linux Version,"""CachyOS"" 64 bit",0.0254,0.0254
2025-05-01,linux,Linux Version,"""EndeavourOS Linux"" 64 bit",-0.0002,0.0244
2025-05-01,linux,Linux Version,"""Manjaro Linux"" 64 bit",-0.0018,0.0243
2025-05-01,linux,Linux Version,"""SteamOS Holo"" 64 bit",-0.0283,0.3095
2025-05-01,linux,Linux Version,Debian GNU/Linux 12 (bookworm) 64 bit,-0.0028,0.0199
2025-05-01,linux,Linux Version,Freedesktop SDK 24.08 (Flatpak runtime) 64 bit,0.0101,0.0742
2025-05-01,linux,Linux Version,Linux Mint 22.1 64 bit,0.0156,0.0776
2025-05-01,linux,Linux Version,Other,-0.0227,0.2327
2025-05-01,linux,Linux Version,Pop!_OS 22.04 LTS 64 bit,-0.0006,0.0217
2025-05-01,linux,Linux Version,Ubuntu 24.04.2 LTS 64 bit,-0.0014,0.043
2025-05-01,linux,Linux Version,Ubuntu Core 22 64 bit,0.0001,0.0463
2025-05-01,mac,OSX Version,MacOS 12.7.6 64 bit,-0.002,0.029
2025-05-01,mac,OSX Version,MacOS 14.5.0 64 bit,-0.0021,0.0302
2025-05-01,mac,OSX Version,MacOS 14.6.1 64 bit,-0.0044,0.0329
2025-05-01,mac,OSX Version,MacOS 15.3.1 64 bit,-0.0269,0.041
2025-05-01,mac,OSX Version,MacOS 15.3.2 64 bit,-0.2106,0.0752
2025-05-01,mac,OSX Version,MacOS 15.4.1 64 bit,0.2873,0.3745
2025-05-01,mac,OSX Version,MacOS 15.5.0 64 bit,0.1283,0.1283
2025-05-01,mac,OSX Version,Other,-0.0304,0.289
2025-05-01,pc,Windows Version,Other,-0.0001,0.0005
2025-05-01,pc,Windows Version,Windows 10 64 bit,-0.0088,0.3876
2025-05-01,pc,Windows Version,Windows 11 64 bit,0.009,0.6108
2025-05-01,pc,Windows Version,Windows 7 64 bit,-0.0002,0.001
2025-06-01,linux,Linux Version,"""Arch Linux"" 64 bit",0.004,0.1049
2025-06-01,linux,Linux Version,"""Bazzite 42 (FROM Fedora Kinoite)"" 64 bit",0.0237,0.0237
2025-06-01,linux,Linux Version,"""CachyOS"" 64 bit",0.0064,0.0318
2025-06-01,linux,Linux Version,"""EndeavourOS Linux"" 64 bit",-0.0004,0.024
2025-06-01,linux,Linux Version,"""Manjaro Linux"" 64 bit",0.0003,0.0246
2025-06-01,linux,Linux Version,"""SteamOS Holo"" 64 bit",0.0009,0.3104
2025-06-01,linux,Linux Version,Debian GNU/Linux 12 (bookworm) 64 bit,-0.0001,0.0198
2025-06-01,linux,Linux Version,Freedesktop SDK 24.08 (Flatpak runtime) 64 bit,-0.008,0.0662
2025-06-01,linux,Linux Version,Linux Mint 22.1 64 bit,0.0014,0.079
2025-06-01,linux,Linux Version,Other,-0.024,0.2087
2025-06-01,linux,Linux Version,Pop!_OS 22.04 LTS 64 bit,-0.0011,0.0206
2025-06-01,linux,Linux Version,Ubuntu 24.04.2 LTS 64 bit,-0.0009,0.0421
2025-06-01,linux,Linux Version,Ubuntu Core 22 64 bit,-0.0023,0.044
2025-06-01,mac,OSX Version,MacOS 14.6.1 64 bit,-0.0032,0.0297
2025-06-01,mac,OSX Version,MacOS 15.4.1 64 bit,-0.309,0.0655
2025-06-01,mac,OSX Version,MacOS 15.5.0 64 bit,0.3972,0.5255
2025-06-01,mac,OSX Version,Other,0.0902,0.3792
2025-06-01,pc,Windows Version,Other,0.0,0.0005
2025-06-01,pc,Windows Version,Windows 10 64 bit,-0.0146,0.373
2025-06-01,pc,Windows Version,Windows 11 64 bit,0.0147,0.6255
2025-06-01,pc,Windows Version,Windows 7 64 bit,0.0,0.001
2025-07-01,linux,Linux Version,"""Arch Linux"" 64 bit",0.0033,0.1082
2025-07-01,linux,Linux Version,"""Bazzite 42 (FROM Fedora Kinoite)"" 64 bit",0.0083,0.032
2025-07-01,linux,Linux Version,"""CachyOS"" 64 bit",0.0103,0.0421
2025-07-01,linux,Linux Version,"""EndeavourOS Linux"" 64 bit",-0.0007,0.0233
2025-07-01,linux,Linux Version,"""Fedora Linux 42 (KDE Plasma Desktop Edition)"" 64 bit",0.0179,0.0179
2025-07-01,linux,Linux Version,"""Manjaro Linux"" 64 bit",0.0,0.0246
2025-07-01,linux,Linux Version,"""SteamOS Holo"" 64 bit",-0.0273,0.2831
2025-07-01,linux,Linux Version,Debian GNU/Linux 12 (bookworm) 64 bit,-0.0002,0.0196
2025-07-01,linux,Linux Version,Fedora Linux 42 (Workstation Edition) 64 bit,0.0221,0.0221
2025-07-01,linux,Linux Version,Freedesktop SDK 24.08 (Flatpak runtime) 64 bit,-0.0008,0.0654
2025-07-01,linux,Linux Version,Linux Mint 22.1 64 bit,-0.0007,0.0783
2025-07-01,linux,Linux Version,Other,-0.0329,0.1758
2025-07-01,linux,Linux Version,Pop!_OS 22.04 LTS 64 bit,0.0008,0.0214
2025-07-01,linux,Linux Version,Ubuntu 24.04.2 LTS 64 bit,0.0023,0.0444
2025-07-01,linux,Linux Version,Ubuntu Core 22 64 bit,-0.0023,0.0417
2025-07-01,mac,OSX Version,MacOS 12.7.6 64 bit,0.0291,0.0291
2025-07-01,mac,OSX Version,MacOS 15.4.1 64 bit,-0.0277,0.0378
2025-07-01,mac,OSX Version,MacOS 15.5.0 64 bit,0.0425,0.568
2025-07-01,mac,OSX Version,Other,-0.0142,0.365
2025-07-01,pc,Windows Version,Other,0.0,0.0005
2025-07-01,pc,Windows Version,Windows 10 64 bit,-0.0034,0.3696
2025-07-01,pc,Windows Version,Windows 11 64 bit,0.0035,0.629
2025-07-01,pc,Windows Version,Windows 7 64 bit,-0.0001,0.0009
2025-08-01,linux,Linux Version,"""Arch Linux"" 64 bit",0.0016,0.1098
2025-08-01,linux,Linux Version,"""Bazzite (FROM Fedora Atomic)"" 64 bit",0.0221,0.0221
2025-08-01,linux,Linux Version,"""CachyOS"" 64 bit",0.0048,0.0469
2025-08-01,linux,Linux Version,"""EndeavourOS Linux"" 64 bit",0.0007,0.024
2025-08-01,linux,Linux Version,"""Fedora Linux 42 (KDE Plasma Desktop Edition)"" 64 bit",0.0014,0.0193
2025-08-01,linux,Linux Version,"""Manjaro Linux"" 64 bit",-0.0011,0.0235
2025-08-01,linux,Linux Version,"""SteamOS Holo"" 64 bit",-0.0066,0.2765
2025-08-01,linux,Linux Version,Fedora Linux 42 (Workstation Edition) 64 bit,-0.0003,0.0218
2025-08-01,linux,Linux Version,Freedesktop SDK 24.08 (Flatpak runtime) 64 bit,-0.0025,0.0629
2025-08-01,linux,Linux Version,Linux Mint 22.1 64 bit,0.0038,0.0821
2025-08-01,linux,Linux Version,Other,0.0474,0.2232
2025-08-01,linux,Linux Version,Pop!_OS 22.04 LTS 64 bit,-0.0017,0.0197
2025-08-01,linux,Linux Version,Ubuntu 24.04.2 LTS 64 bit,-0.0161,0.0283
2025-08-01,linux,Linux Version,Ubuntu Core 22 64 bit,-0.0017,0.04
2025-08-01,mac,OSX Version,MacOS 15.5.0 64 bit,-0.2573,0.3107
2025-08-01,mac,OSX Version,MacOS 15.6.0 64 bit,0.2449,0.2449
2025-08-01,mac,OSX Version,MacOS 15.6.1 64 bit,0.0725,0.0725
2025-08-01,mac,OSX Version,MacOS 26.0.0 64 bit,0.046,0.046
2025-08-01,mac,OSX Version,Other,-0.039,0.326
2025-08-01,pc,Windows Version,Other,0.0,0.0005
2025-08-01,pc,Windows Version,Windows 10 64 bit,-0.0026,0.367
2025-08-01,pc,Windows Version,Windows 11 64 bit,0.0028,0.6318
2025-08-01,pc,Windows Version,Windows 7 64 bit,-0.0002,0.0007
2025-09-01,linux,Linux Version,"""Arch Linux"" 64 bit",-0.0029,0.1069
2025-09-01,linux,Linux Version,"""Bazzite"" 64 bit",0.0333,0.0333
2025-09-01,linux,Linux Version,"""CachyOS"" 64 bit",0.0058,0.0527
2025-09-01,linux,Linux Version,"""EndeavourOS Linux"" 64 bit",-0.0015,0.0225
2025-09-01,linux,Linux Version,"""Fedora Linux 42 (KDE Plasma Desktop Edition)"" 64 bit",0.001,0.0203
2025-09-01,linux,Linux Version,"""Manjaro Linux"" 64 bit",-0.0023,0.0212
2025-09-01,linux,Linux Version,"""SteamOS Holo"" 64 bit",0.0039,0.2804
2025-09-01,linux,Linux Version,Fedora Linux 42 (Workstation Edition) 64 bit,-0.0023,0.0195
2025-09-01,linux,Linux Version,Freedesktop SDK 24.08 (Flatpak runtime) 64 bit,-0.0006,0.0623
2025-09-01,linux,Linux Version,Linux Mint 22.1 64 bit,-0.0271,0.055
2025-09-01,linux,Linux Version,Linux Mint 22.2 64 bit,0.0334,0.0334
2025-09-01,linux,Linux Version,Other,-0.0279,0.1953
2025-09-01,linux,Linux Version,Pop!_OS 22.04 LTS 64 bit,0.0007,0.0204
2025-09-01,linux,Linux Version,Ubuntu 24.04.3 LTS 64 bit,0.035,0.035
2025-09-01,linux,Linux Version,Ubuntu Core 22 64 bit,0.0018,0.0418
2025-09-01,mac,OSX Version,MacOS 15.5.0 64 bit,-0.2174,0.0933
2025-09-01,mac,OSX Version,MacOS 15.6.0 64 bit,-0.186,0.0589
2025-09-01,mac,OSX Version,MacOS 15.6.1 64 bit,0.3347,0.4072
2025-09-01,mac,OSX Version,MacOS 26.0.0 64 bit,0.0802,0.1262
2025-09-01,mac,OSX Version,Other,-0.0116,0.3144
2025-09-01,pc,Windows Version,Other,-0.0002,0.0003
2025-09-01,pc,Windows Version,Windows 10 64 bit,-0.0296,0.3374
2025-09-01,pc,Windows Version,Windows 11 64 bit,0.029,0.6608
2025-09-01,pc,Windows Version,Windows 2022 64 bit,0.0009,0.0009
2025-09-01,pc,Windows Version,Windows 7 64 bit,0.0,0.0007
2025-10-01,linux,Linux Version,"""Arch Linux"" 64 bit",-0.0066,0.1032
2025-10-01,linux,Linux Version,"""Bazzite"" 64 bit",0.0424,0.0424
2025-10-01,linux,Linux Version,"""CachyOS"" 64 bit",0.0132,0.0601
2025-10-01,linux,Linux Version,"""EndeavourOS Linux"" 64 bit",-0.0008,0.0232
2025-10-01,linux,Linux Version,"""Fedora Linux 42 (KDE Plasma Desktop Edition)"" 64 bit",0.0019,0.0212
2025-10-01,linux,Linux Version,"""Manjaro Linux"" 64 bit",-0.0031,0.0204
2025-10-01,linux,Linux Version,"""SteamOS Holo"" 64 bit",-0.0047,0.2718
2025-10-01,linux,Linux Version,Fedora Linux 42 (Workstation Edition) 64 bit,-0.0043,0.0175
2025-10-01,linux,Linux Version,Freedesktop SDK 24.08 (Flatpak runtime) 64 bit,-0.0398,0.0231
2025-10-01,linux,Linux Version,Freedesktop SDK 25.08 (Flatpak runtime) 64 bit,0.0429,0.0429
2025-10-01,linux,Linux Version,Linux Mint 22.1 64 bit,-0.0565,0.0256
2025-10-01,linux,Linux Version,Linux Mint 22.2 64 bit,0.0665,0.0665
2025-10-01,linux,Linux Version,Other,-0.0428,0.1804
2025-10-01,linux,Linux Version,Pop!_OS 22.04 LTS 64 bit,-0.0004,0.0193
2025-10-01,linux,Linux Version,Ubuntu 24.04.3 LTS 64 bit,0.037,0.037
2025-10-01,linux,Linux Version,Ubuntu Core 22 64 bit,0.0055,0.0455
2025-10-01,mac,OSX Version,MacOS 12.7.6 64 bit,0.0255,0.0255
2025-10-01,mac,OSX Version,MacOS 15.5.0 64 bit,-0.2407,0.07
2025-10-01,mac,OSX Version,MacOS 15.6.0 64 bit,-0.2054,0.0395
2025-10-01,mac,OSX Version,MacOS 15.6.1 64 bit,0.171,0.2435
2025-10-01,mac,OSX Version,MacOS 15.7.1 64 bit,0.0387,0.0387
2025-10-01,mac,OSX Version,MacOS 26.0.0 64 bit,0.0222,0.0682
2025-10-01,mac,OSX Version,MacOS 26.0.1 64 bit,0.2356,0.2356
2025-10-01,mac,OSX Version,MacOS 26.1.0 64 bit,0.0252,0.0252
2025-10-01,mac,OSX Version,Other,-0.0722,0.2538
2025-10-01,pc,Windows Version,Other,0.0,0.0005
2025-10-01,pc,Windows Version,Windows 10 64 bit,-0.0387,0.3283
2025-10-01,pc,Windows Version,Windows 11 64 bit,0.0384,0.6702
2025-10-01,pc,Windows Version,Windows 7 64 bit,0.0003,0.001
